gene,protein,cluster,n_cells,rho_obs,rho_null_mean,z_score,p_value,fdr_padj
GENE_18936,CD56,2,938,0.23123000711598718,-0.0010625730740130774,7.05729291250605,1.6977750647661169e-12,5.5241419900122754e-12
LYZ,CD56,4,932,0.2266814067890087,0.00019676937289851633,7.048276490946556,1.8114742653158864e-12,5.885254472173202e-12
GENE_00314,CD19,1,2427,-0.14282271654941206,-0.00032111370973653776,-7.0473904896791915,1.8230419568975637e-12,5.913969941013504e-12
GENE_04293,IgM,4,932,-0.22548748091222495,-0.0004891412965311592,-7.046728500273939,1.831732202153193e-12,5.933279046436426e-12
FCER1A,CD56,2,938,0.22242132809981544,-0.00262499927048374,7.045659059045361,1.845857183933518e-12,5.9701082351999e-12
KLRB1,CD4,1,2427,-0.14345320791402838,0.00034971940268421314,-7.043252508718442,1.8780343532555603e-12,6.065127337563039e-12
GENE_11451,CD8a,4,932,0.22915279110739234,-0.000929664769476896,7.039138251744613,1.934323744593309e-12,6.237618384722769e-12
PPBP,CD45RO,2,938,-0.23779930828159276,-0.00036095471237774693,-7.034939102202951,1.9934804978007683e-12,6.4188294780598285e-12
PF4,CD16,2,938,0.23485681155362026,0.0010564904152732127,7.034170708429047,2.0044959237267678e-12,6.4447220574419965e-12
GENE_19860,CD56,2,938,0.23033260024741356,-0.001047955723198468,7.032991827397097,2.0215121190136385e-12,6.482740484881291e-12
GENE_03881,CD56,2,938,0.22542639770262676,-0.0021046206198662735,7.032937209609171,2.0223039076048698e-12,6.482740484881291e-12
GENE_01621,CD8a,4,932,0.22632488061159603,-0.0003424130549474407,7.032343544716724,2.030929855559753e-12,6.500775475624793e-12
GENE_13941,CD8a,4,932,0.2272809129405124,-0.00038801850855499083,7.028282248999298,2.090916107079463e-12,6.682913280296751e-12
GENE_10609,CD14,0,3446,-0.11901905328131782,-0.00018705964370281352,-7.0264898596337035,2.1179396496375272e-12,6.759315494498559e-12
CD3E,CD56,3,171,-0.5289742073628853,0.0054302410408349835,-7.024869989163482,2.142656668767541e-12,6.8281426488518535e-12
GENE_19000,CD14,0,3446,-0.11880053409604685,-0.0005007689900498147,-7.0200779784717335,2.2174445350497736e-12,7.0560973677721866e-12
GENE_00820,CD56,2,938,0.2255191920510001,-0.0009894318830483931,7.018838034497929,2.237209357219119e-12,7.108552312454297e-12
PF4,TIGIT,0,3446,0.12021528573213547,-0.00013389010025079612,7.017112297031655,2.265005645954067e-12,7.186335629256901e-12
GENE_01420,CD8a,4,932,0.22676722084069328,-0.0009179936476718949,7.000741361004041,2.5461159214336537e-12,8.066422809571238e-12
GENE_02136,IgM,1,2427,-0.14194490909758617,-0.0005202763074925762,-6.998012522119908,2.596188927918514e-12,8.213053148612291e-12
GENE_00314,IgM,1,2427,-0.13995714408162566,0.0001911993959212294,-6.967846115196598,3.218299605489697e-12,1.0166261290227658e-11
CD3G,CD16,4,932,-0.22875952985273523,0.001870261739662707,-6.964790387894917,3.2889307295310557e-12,1.0374254571897814e-11
GENE_06812,IgM,4,932,-0.22359293660090437,-0.0005932239396080967,-6.964112149332435,3.3048126875073334e-12,1.0409199264285454e-11
GENE_16139,TIGIT,0,3446,0.11837297805796759,0.0004086100086084294,6.9556674433341605,3.508967270885119e-12,1.1036185886804141e-11
GENE_08030,CD19,4,932,-0.22149342915822362,0.00048402862592990275,-6.9541678970127805,3.546490377218591e-12,1.1138035720916937e-11
GENE_11395,CD8a,4,932,0.22345679798614781,-0.0008821029310078815,6.949785435200727,3.658422034221552e-12,1.1472938564628226e-11
CLEC9A,CD56,2,938,0.21830135358382063,-0.002901210690339404,6.9386255734448286,3.95932965915435e-12,1.239865227079115e-11
GENE_14297,CD8a,4,932,0.22632834705132426,-0.0006598886144045746,6.937296111010038,3.996755357371259e-12,1.2497790561938697e-11
GENE_01610,CD8a,4,932,0.22171766887389036,-0.0011355765685681057,6.935772206344817,4.040081540987107e-12,1.2615067290085101e-11
GENE_08494,CD19,4,932,-0.21859770771100284,0.00025433095329164423,-6.9216162707297855,4.4651942389260056e-12,1.3922411389572164e-11
GENE_14372,IgM,1,2427,-0.1418828244140129,-0.00037928086690612193,-6.920954685084681,4.486099867920657e-12,1.3967497720954113e-11
GENE_06740,CD14,0,3446,-0.11705657525866771,-0.00048420030530520604,-6.91899110668634,4.548714148589311e-12,1.4142128493533771e-11
GENE_01041,IgM,4,932,-0.2240485009923434,-0.0007456284952495489,-6.918427086267534,4.566857383864128e-12,1.4178194771967859e-11
GENE_14297,CD19,4,932,-0.2133717193465681,0.0006478934867094322,-6.915426429879027,4.6645807321600264e-12,1.4460867591689237e-11
NKG7,TIGIT,0,3446,0.11683341926875972,-0.0004343214610681446,6.915175179325799,4.672855680345429e-12,1.4465826084726492e-11
CD14,CD25,4,932,-0.22750400337799226,-0.000844552819859851,-6.9133825326661515,4.732315637091964e-12,1.4628998552893417e-11
GENE_01161,CD14,0,3446,-0.11852229152838988,-0.00023720687607385078,-6.9131101675339925,4.7414143288840695e-12,1.4636246226056666e-11
GZMA,CD161,1,2427,0.14202572599050411,-0.0008569193239988749,6.911097571455245,4.809181181559216e-12,1.4824318094507568e-11
GENE_10989,CD19,4,932,-0.21759062951213495,-2.456081740452932e-06,-6.909254321447803,4.872078334410704e-12,1.4996866123107947e-11
CLEC9A,TIGIT,0,3446,0.11634114606683098,-0.0007249890783829752,6.90079401883274,5.1712670474778895e-12,1.5895227931751188e-11
CD3D,CD16,4,932,-0.22770957319267837,0.0005606680241503165,-6.897477282443475,5.293410481552183e-12,1.6247621123971076e-11
GENE_04161,CD14,0,3446,-0.11879693194860112,-0.0001388405135631254,-6.889659468208721,5.592610038132614e-12,1.7141705732154702e-11
GENE_05651,IgM,1,2427,-0.14322214590220686,1.0797249198529803e-05,-6.881144420455997,5.937361900350457e-12,1.8163843456701377e-11
KLRB1,CD19,1,2427,-0.14152274150792046,0.00010708663587459188,-6.881012725240217,5.94285418126501e-12,1.8163843456701377e-11
GENE_12577,IgM,1,2427,-0.14037720488563252,-0.00019176857197247512,-6.866108311253261,6.5976988623418035e-12,2.01369203305559e-11
GENE_09829,CD8a,4,932,0.21784926014405126,-0.0016597323959620248,6.8603229133099735,6.8705065036379714e-12,2.0940066938654687e-11
CD14,CD56,2,938,0.22467117927594804,-0.002034240486142154,6.857268767896279,7.018950429980694e-12,2.1362451659786748e-11
GENE_01041,CD8a,4,932,0.2147339907938357,-0.0012887613348379508,6.856696068305556,7.047133810949375e-12,2.1418147220655397e-11
CD3E,CD16,4,932,-0.22554710701837624,0.0005458773366563846,-6.856039314133043,7.079590161752055e-12,2.1486655294841323e-11
GENE_10069,CD14,0,3446,-0.11602271675901475,-0.00010917346927950468,-6.844031516523383,7.699497049746487e-12,2.333539875077012e-11
NCAM1,TIGIT,0,3446,0.11640179866129162,-0.0002909139623227815,6.841760303811732,7.822590191274357e-12,2.3675353274429513e-11
GENE_09529,IgM,4,932,-0.21691039635540466,-0.000386424133336206,-6.8366699712598,8.105517639304418e-12,2.449742918322549e-11
GENE_17563,CD56,2,938,0.22138138937818738,-0.0009873070424014966,6.831656156297404,8.393985113967136e-12,2.5333935573769898e-11
GENE_19667,CD8a,4,932,0.22053553006699655,-0.000592761388796363,6.828373199716039,8.588293093823746e-12,2.5884327029646814e-11
CD14,CD8a,2,938,-0.22510848036860595,-0.00036194988218886685,-6.824868539484316,8.800586738054417e-12,2.6487321474116558e-11
GENE_12119,IgM,4,932,-0.22617171253773496,-0.00011559568689501193,-6.820667674536195,9.061835059792279e-12,2.7235778882898568e-11
GENE_09829,IgM,4,932,-0.22134999066440436,-2.87602518618224e-05,-6.8176923324646435,9.251450420169924e-12,2.7767164903751005e-11
GENE_10069,CD56,0,3446,0.11460615656342411,0.0003692556496370544,6.816686472882587,9.316427753157995e-12,2.792351167509457e-11
GENE_05607,CD14,0,3446,-0.11892590254810316,-0.000996952181028442,-6.8033366186904365,1.0222340981873366e-11,3.0596426668120975e-11
GENE_01891,TIGIT,0,3446,0.11327424891626052,-0.0007134344806669586,6.7966200162400785,1.0710208884836082e-11,3.201244503922729e-11
GENE_07154,CD14,0,3446,-0.11996036030304247,-0.0009436843600865386,-6.7901562131018816,1.1201219226245024e-11,3.343394223591318e-11
MS4A1,CD45RO,2,938,-0.22237819170663803,-0.0011371902261475373,-6.786880742574486,1.1458384736488397e-11,3.415449755704313e-11
GENE_01891,CD56,0,3446,0.11672542482385004,6.742540391564046e-05,6.786295595893744,1.150493106784674e-11,3.421241696684673e-11
CD19,CD4,0,3446,-0.11666087328331319,0.0005152119417526648,-6.7862396409871595,1.150939177149574e-11,3.421241696684673e-11
GENE_01161,IgM,0,3446,-0.11625150387093232,0.00031174809768941237,-6.7839459364951775,1.1693710366097796e-11,3.4712699127854686e-11
GENE_02134,CD56,2,938,0.21932126695810003,-0.0013461586891043364,6.779775109550002,1.2036309351022298e-11,3.5680824026901946e-11
GENE_01621,IgM,4,932,-0.22502133871117105,0.00043387418916142876,-6.7742772908377455,1.25029669063743e-11,3.701356459851517e-11
GENE_02550,IgM,1,2427,-0.13872131635542714,-0.0005195114939229389,-6.773933214055242,1.2532754397888219e-11,3.7051130668790954e-11
GENE_05607,CD56,0,3446,0.11569944338643347,0.00011438631771353339,6.768213046145564,1.3038267217423652e-11,3.849308591302051e-11
GENE_03939,IgM,1,2427,-0.1372114323006494,-1.6247338736843677e-06,-6.747143345116064,1.5078429324059604e-11,4.4455722918690014e-11
GENE_19032,TIGIT,0,3446,0.11544144476041292,-0.0002236023098626025,6.742113537935587,1.5609902061635964e-11,4.596013283636567e-11
LYZ,CD8a,2,938,-0.22294950312888703,-0.0005636253108927004,-6.741295399973766,1.5698067685110414e-11,4.615700498457838e-11
NKG7,IgM,0,3446,-0.11750269597199738,0.0001446402964967896,-6.732160330569946,1.671622905799072e-11,4.908410348057709e-11
GENE_16261,IgM,1,2427,-0.13811872516822565,-0.0001757853643097391,-6.730905162071989,1.686108444875124e-11,4.9442449256351735e-11
GENE_07293,CD8a,4,932,0.2149886175807343,-0.0007803903373446256,6.730471411946958,1.6911427522251006e-11,4.952305870367288e-11
GENE_16139,CD14,0,3446,-0.1190169075827632,-0.0008515593015546587,-6.724176263570241,1.7658856335754613e-11,5.164202655813798e-11
GENE_11527,CD19,1,2427,-0.1397216664413031,-0.00043157045979958116,-6.715873477265894,1.8694295187288738e-11,5.459641195532977e-11
NCAM1,IgM,0,3446,-0.11833583025299584,0.00035723664317868276,-6.711077558989297,1.9319238177391006e-11,5.6345611211852365e-11
GENE_10609,CD56,0,3446,0.11271428373643708,0.0002463499479079016,6.7064132510167,1.9946633398805368e-11,5.8097250773133375e-11
GENE_08246,IgM,1,2427,-0.13860125515327398,-0.0004918925517918482,-6.705128958541142,2.012285771267099e-11,5.853185592397052e-11
GENE_08494,CD8a,4,932,0.21454179582814148,-0.0008380308295566342,6.704344752299436,2.0231211264607978e-11,5.876814317748725e-11
FCER1A,CD45RO,2,938,-0.21369155158599576,5.651254540218959e-05,-6.703959277062511,2.0284681470154355e-11,5.884458466643172e-11
CD8A,CD161,1,2427,0.13450179187398495,-0.0009968889299591165,6.702975085134704,2.0421829528503295e-11,5.916324142816396e-11
MS4A1,CD4,0,3446,-0.11255763827326139,0.0006967948968718397,-6.700830195985753,2.0723874691297596e-11,5.995812610953523e-11
CD8B,CD14,1,2427,-0.13514668728961576,0.0008907301075844378,-6.698845741356004,2.1007220103750067e-11,6.06968612864352e-11
GENE_01891,CD14,0,3446,-0.1187932406338962,-0.00017493493596581341,-6.695051783069654,2.1559527394110028e-11,6.220971486422959e-11
NKG7,CD161,4,932,0.2241259615645891,0.000714135094065827,6.692850877058397,2.1886414706020375e-11,6.306896365418372e-11
PPBP,CD16,2,938,0.22591645055087806,0.0007117166577883655,6.6917599123101,2.2050242949285223e-11,6.34566752604264e-11
GENE_04803,IgM,4,932,-0.21720266785134068,-0.0007630892308972698,-6.690264742404981,2.2276721605439566e-11,6.402341607292777e-11
GENE_07952,IgM,1,2427,-0.14070906385282028,-0.00017033269397294154,-6.68968784000119,2.2364714565383547e-11,6.413723354468905e-11
GENE_12119,CD8a,4,932,0.2116938808898252,-0.0004982783483167282,6.689617160194848,2.2375518486287458e-11,6.413723354468905e-11
CLEC9A,CD8a,1,2427,0.1322174422378781,-0.0005760232896540025,6.680718191748757,2.3777407444901545e-11,6.806557719035884e-11
CD79A,CD45RA,4,932,-0.2202607276358117,-0.00043362089090595417,-6.677387774290865,2.4323874051404574e-11,6.952501512310646e-11
CST3,CD8a,2,938,-0.21694833005174363,0.00023236227176624382,-6.677221954825174,2.435140123601191e-11,6.952501512310646e-11
GENE_02320,CD14,0,3446,-0.11744933335821657,-0.0003814374792526019,-6.6761418747663726,2.4531449752878705e-11,6.994691001906336e-11
GENE_19877,CD14,0,3446,-0.11688161857196733,-0.0006749239875745962,-6.672687594234459,2.5116068304236352e-11,7.151973720798972e-11
GENE_15775,CD56,2,938,0.21275738579464817,-0.0020821115761536146,6.6709166361184336,2.5421059962440293e-11,7.229322432888204e-11
GENE_14594,CD8a,4,932,0.21519643706308486,-0.001553207226876673,6.664566403486211,2.654478654001056e-11,7.53899769753642e-11
NKG7,CD45RO,2,938,-0.22160780255865942,-0.00026629284915632,-6.663351208155444,2.67653011125368e-11,7.591676375767964e-11
GENE_17801,CD19,1,2427,-0.13536553737060886,1.8331441277779245e-05,-6.6625305845096605,2.6915228276523827e-11,7.624222179768252e-11
GENE_04826,CD8a,4,932,0.21450462838483567,-0.0008571264332948823,6.658740878759081,2.761833586049608e-11,7.813176737558095e-11
CD19,IgM,2,938,0.22732011770034688,0.0023654088901079486,6.655772023130147,2.818167989428384e-11,7.962151281735734e-11
GENE_04293,CD8a,4,932,0.2198959992939495,-7.252262320858274e-05,6.65254577479866,2.8806618341934766e-11,8.128117441012061e-11
CST3,CD25,4,932,-0.21804424620456925,-0.0008417814668890809,-6.649912153790852,2.932680026361393e-11,8.264132141905252e-11
GENE_15546,CD56,0,3446,0.1123137505163287,0.00040233430781854026,6.648881429001244,2.9532878331130275e-11,8.311395758903806e-11
GENE_00658,CD56,2,938,0.21810912180983524,-0.0014513765395491843,6.637279049041356,3.1952640126348215e-11,8.980722588041061e-11
GENE_17046,CD56,0,3446,0.11424659197461953,0.00042634265449413,6.636577972810087,3.2104914192480764e-11,9.011832779158784e-11
GENE_13035,CD14,0,3446,-0.11520700920318488,-0.0001153365519088168,-6.635261665879437,3.239273755905991e-11,9.080861874577339e-11
GENE_14730,CD56,2,938,0.21637740185868404,0.0005225345641557429,6.632435352978419,3.3019297255321556e-11,9.244550019674653e-11
CD3E,CD16,3,171,-0.501418754716039,0.00011897494496618835,-6.6253428167498125,3.464432068729933e-11,9.686785425364572e-11
GENE_16711,CD19,1,2427,-0.13660021663154756,0.00011472064170331745,-6.625155603009316,3.4688257914549646e-11,9.686785425364572e-11
GENE_13013,CD8a,4,932,0.2166604291019486,0.0005844994128677384,6.623189821760847,3.515291252385161e-11,9.803907521130817e-11
